0.25 -0.22367508336681657 -0.23372082091071295
0.16666666666666666 -0.3494748698719092 -0.3622537661235452
0.125 -0.46584014565894816 -0.48926015341710505
0.1 -0.5887674415869988 -0.6152332796966636
0.08333333333333333 -0.6895352151380144 -0.7410052571326592
0.07142857142857142 -0.8123962385454816 -0.8664885833784446
0.0625 -0.9232606648890638 -0.9917760466412638
0.05555555555555555 -1.0741597378952505 -1.1161615377294063
0.05 -1.2137467567996147 -1.2412061612351624
0.045454545454545456 -1.3298760317560405 -1.3661723245275015
